"Title","Label","Type","Area","Pattern","Price","Addr","info","Tel","PC","Mobile","Enhance","Time","href"
"通化街捷運套房","屋主直租近捷運隨時可遷入有陽台免管理費","獨立套房","大安區","獨立套房5.5坪2F/3F透天厝","11,500元/月","大安區通化街101巷33弄13號","屋主:李小姐___(仲介勿擾)2014年註冊591","0932-305-533","27","50","VIP","7月31日","https://rent.591.com.tw/rent-detail-9050077.html"
"捷運信義安和站通化夜市靜巷旁雅緻套房","屋主直租近捷運隨時可遷入免管理費","獨立套房","大安區","獨立套房8坪1F/3F透天厝","12,000元/月","大安區通化街","屋主:張小姐___(仲介勿擾)2008年註冊591","0937-985-223","15","43","VIP","7月30日","https://rent.591.com.tw/rent-detail-11216709.html"
"師大新裝潢台電捷運大露台獨立套房","屋主直租近捷運隨時可遷入有陽台","獨立套房","大安區","獨立套房5坪頂層加蓋/4F公寓","13,000元/月","大安區泰順街","屋主:符小姐___2010年註冊591","0910-304-840","29","157","VIP","8月6日","https://rent.591.com.tw/rent-detail-11249904.html"
"交通方便生活機佳的套房","屋主直租近捷運隨時可遷入可開伙可養寵物南北通透","獨立套房","松山區","獨立套房7坪3F/4F公寓","12,000元/月","松山區民生東路四段99號","屋主:黃先生___(仲介勿擾)2013年註冊591","0937-860-165","11","56","VIP","7月21日","https://rent.591.com.tw/rent-detail-11175506.html"
"近通化夜市/信義安和站,採光通風佳","屋主直租近捷運新上架隨時可遷入免管理費","獨立套房","大安區","獨立套房8坪2F/3F透天厝","13,500元/月","大安區通化街39巷","屋主:呂小姐___(仲介勿擾)2014年註冊591","0953920132","46","162","VIP","4天","https://rent.591.com.tw/rent-detail-11278841.html"
"自租101世貿300m套房設全限女整排窗","屋主直租近捷運隨時可遷入有陽台免管理費","獨立套房","大安區","獨立套房6坪5F/7F公寓","9,100元/月","大安區光復南路560巷","屋主:伍先生___2007年註冊591","0963-328-585","25","124","VIP","7月29日","https://rent.591.com.tw/rent-detail-11211602.html"
"忠孝敦化同領後靜巷獨立套房","近捷運隨時可遷入南北通透免管理費","獨立套房","大安區","獨立套房5坪5F/5F公寓","8,500元/月","大安區忠孝東路四段205巷","代理人:葛先生___2010年註冊591","0918-722-182","48","211","VIP","7月31日","https://rent.591.com.tw/rent-detail-11219364.html"
"交通便利.鬧中取靜","",,"大安區-文昌街281號","獨立套房   |  4.5坪   |  樓層：4/4","9,000 元/月","大安區-文昌街281號","屋主林先生/2小時內更新/195人瀏覽","","屋主林先生/2小時內更新/195人瀏覽","屋主林先生/2小時內更新/195人瀏覽","VIP","屋主林先生/2小時內更新/195人瀏覽","https://rent.591.com.tw/rent-detail-11299291.html"
"八德路三段206小巨蛋10分鐘套房","近捷運新上架隨時可遷入可開伙可養寵物","獨立套房","松山區","獨立套房6坪2F/2F公寓","15,000元/月","松山區八德路三段174號","代理人:錢小姐___2015年註冊591","0970-992-556","51","215","VIP","1天","https://rent.591.com.tw/rent-detail-11292595.html"
"台北松山獨立套房出租，1萬3含網路等費用","屋主直租近捷運拎包入住隨時可遷入可開伙可養寵物","獨立套房","松山區","獨立套房6坪2F/4F公寓","13,000元/月","松山區八德路四段","屋主:劉小姐___(仲介勿擾)2021年註冊591","0913-012-014","58","92","VIP","6月27日","https://rent.591.com.tw/rent-detail-11063710.html"
"全新獨立套房","屋主直租近捷運新上架隨時可遷入可開伙有陽台","獨立套房","大安區","獨立套房10坪1F/2F透天厝","9,500元/月","大安區和平東路三段632巷","屋主:鄧先生___(仲介勿擾)2014年註冊591","0937-951-918","52","150","VIP","3天","https://rent.591.com.tw/rent-detail-11287382.html"
"溫馨優質套房","屋主直租近捷運新上架隨時可遷入","獨立套房","松山區","獨立套房7.5坪1F/4F公寓","11,000元/月","松山區光復北路60巷3弄10號","屋主:陳小姐___(仲介勿擾)2008年註冊591","0922612955","13","61","VIP","5天","https://rent.591.com.tw/rent-detail-11274874.html"
"師大商圈美寓","屋主直租近捷運隨時可遷入","獨立套房","大安區","獨立套房8坪5F/5F公寓","13,000元/月","大安區浦城街6巷","屋主:陳小姐___(仲介勿擾)2011年註冊591","0933-107-333","18","70","VIP","7月26日","https://rent.591.com.tw/rent-detail-11193973.html"
"東區微風美套房","屋主直租近捷運隨時可遷入可養寵物","獨立套房","松山區","獨立套房7坪頂層加蓋/4F公寓","14,000元/月","松山區八德路二段410巷","屋主:張先生___2020年註冊591","0986-851-077轉1503105","16","116","VIP","7月28日","https://rent.591.com.tw/rent-detail-11204636.html"
"信義安和鄰近101通化夜市全新裝潢","屋主直租近捷運隨時可遷入","獨立套房","大安區","獨立套房5坪3F/4F公寓","12,000元/月","大安區光復南路692巷","屋主:洪小姐___(仲介勿擾)2017年註冊591","0952-818-329","39","198","VIP","8月9日","https://rent.591.com.tw/rent-detail-11266933.html"
"近六張犁捷運7分.正方型套房.獨立洗衣機","屋主直租近捷運隨時可遷入有陽台","獨立套房","大安區","獨立套房7.5坪4F/5F公寓","12,995元/月","大安區臥龍街188巷","屋主:何小姐___2012年註冊591","0928-215-517","30","88","VIP","8月6日","https://rent.591.com.tw/rent-detail-11253552.html"
"捷運大安站正後方套房出租（學生有優惠）","屋主直租近捷運新上架隨時可遷入","獨立套房","大安區","獨立套房6坪1F/3F公寓","11,000元/月","大安區信義路四段30巷","屋主:李先生___(仲介勿擾)2008年註冊591","0965-827-668","35","62","VIP","4天","https://rent.591.com.tw/rent-detail-11283480.html"
"3分鐘到東門捷運","屋主直租近捷運隨時可遷入有陽台南北通透","獨立套房","大安區","獨立套房7坪頂層加蓋/5F公寓","15,000元/月","大安區金山南路二段10巷","屋主:林太太___(仲介勿擾)2015年註冊591","0916-269-590","13","87","VIP","7月25日","https://rent.591.com.tw/rent-detail-11191133.html"
"通化街精緻套房","屋主直租近捷運隨時可遷入免管理費","獨立套房","大安區","獨立套房6坪2F/3F透天厝","13,500元/月","大安區通化街183巷22弄1號","屋主:簡小姐___(仲介勿擾)2021年註冊591","0918-916-756","20","65","VIP","7月25日","https://rent.591.com.tw/rent-detail-11190875.html"
"師大泰順街*新電梯華廈*新套房","近捷運有電梯隨時可遷入","獨立套房","大安區","獨立套房8坪2F/7F電梯大樓","15,000元/月","大安區泰順街38巷","代理人:陳先生___2012年註冊591","0905-565-556","17","79","VIP","7月24日","https://rent.591.com.tw/rent-detail-11189018.html"
"1樓獨立空間使用！可煮食！","近捷運新上架隨時可遷入有陽台","獨立套房","大安區","獨立套房10坪1F/5F公寓","13,000元/月","大安區雲和街75巷","代理人:洪先生___2013年註冊591","0986-431-998","24","96","VIP","5天","https://rent.591.com.tw/rent-detail-11278546.html"
"忠孝新生站，仁愛路三段獨立套房出租","屋主直租近捷運有電梯隨時可遷入","獨立套房","大安區","獨立套房4坪5F/6F公寓","12,500元/月","大安區仁愛路三段5巷","屋主:柯先生___2012年註冊591","0905-158-111","17","92","VIP","8月1日","https://rent.591.com.tw/rent-detail-11226043.html"
"大安森林公園雙捷運旁3分鐘景觀套房","屋主直租近捷運新上架隨時可遷入可養寵物有陽台","獨立套房","大安區","獨立套房8坪頂層加蓋/6F公寓","12,000元/月","大安區建國南路二段","屋主:林小姐___(仲介勿擾)2011年註冊591","0926-091-885","21","144","VIP","4天","https://rent.591.com.tw/rent-detail-11282114.html"
"松山站1分鐘超值獨立窗大套房E","屋主直租近捷運隨時可遷入可養寵物","獨立套房","松山區","獨立套房11坪5F/5F公寓","10,000元/月","松山區松河街","屋主:ANDY...___(仲介勿擾)2008年註冊591","0986-851-077轉1507385","48","189","VIP","6天","https://rent.591.com.tw/rent-detail-11268584.html"
"捷運信義安和101通化街全新時尚套房","屋主直租近捷運隨時可遷入","獨立套房","大安區","獨立套房4.8坪1F/4F公寓","10,800元/月","大安區通化街98巷","屋主:陳先生___(仲介勿擾)2010年註冊591","0911-100-867","17","62","VIP","6月30日","https://rent.591.com.tw/rent-detail-11076369.html"
"捷運松山站1分鐘超值獨立窗大套房E","屋主直租近捷運隨時可遷入可養寵物","獨立套房","松山區","獨立套房11坪5F/5F公寓","10,000元/月","松山區松河街","屋主:ANDY...___(仲介勿擾)2008年註冊591","0986-851-077轉1502129","47","228","VIP","7月24日","https://rent.591.com.tw/rent-detail-11189701.html"
"捷運南京三民站獨立套房(佳德鳳梨酥隔壁)","屋主直租近捷運隨時可遷入可養寵物有陽台免管理費","獨立套房","松山區","獨立套房5坪2F/4F公寓","12,800元/月","松山區南京東路五段66巷","屋主:林先生___(仲介勿擾)2007年註冊591","0936-913-337","48","138","VIP","6天","https://rent.591.com.tw/rent-detail-10099152.html"
"極新裝潢時尚極簡風近光復南路快","",,"松山區-八德路三段","獨立套房   |  7坪   |  樓層：3/4","14,000 元/月","松山區-八德路三段","仲介陳先生/2小時內更新/127人瀏覽","","仲介陳先生/2小時內更新/127人瀏覽","仲介陳先生/2小時內更新/127人瀏覽","VIP","仲介陳先生/2小時內更新/127人瀏覽","https://rent.591.com.tw/rent-detail-9862426.html"
"大安森林公園美裝潢套房","屋主直租近捷運新上架隨時可遷入有陽台","獨立套房","大安區","獨立套房8坪5F/5F公寓","13,000元/月","大安區新生南路一段146巷","屋主:林先生___2010年註冊591","0918-356-865","31","135","VIP","2天","https://rent.591.com.tw/rent-detail-11291430.html"
"台北市大安區永康師大精美大套房","屋主直租近捷運隨時可遷入可開伙南北通透","獨立套房","大安區","獨立套房9坪4F/4F公寓","14,500元/月","大安區金山南路二段185巷","屋主:曹小姐___2018年註冊591","0952-278-491","23","79","VIP","7月27日","https://rent.591.com.tw/rent-detail-11203093.html"
"生活機能佳、優質美套房","屋主直租隨時可遷入可養寵物","獨立套房","松山區","獨立套房8坪1F/4F公寓","15,000元/月","松山區民生東路五段69巷2弄42號","屋主:林先生___2021年註冊591","0937-814-616","7","18","VIP","8月6日","https://rent.591.com.tw/rent-detail-11251362.html"
"松山區優質小套房","近捷運新上架隨時可遷入","獨立套房","松山區","獨立套房5坪2F/5F公寓","10,000元/月","松山區八德路三段198號","代理人:裴先生___2020年註冊591","0906-339-770","28","79","VIP","4天","https://rent.591.com.tw/rent-detail-11279837.html"
"茄子青旅短期捷運站步行3分鐘。近小巨蛋","屋主直租近捷運有電梯隨時可遷入押一付一可短租","獨立套房","松山區","獨立套房3坪2F/4F電梯大樓","15,000元/月","松山區南京東路五段123巷1號","屋主:白先生___(仲介勿擾)2021年註冊591","0986-851-089轉361496","17","41","VIP","8月9日","https://rent.591.com.tw/rent-detail-11265238.html"
"*全新*松山捷運線南京三民全新裝潢套房","屋主直租近捷運隨時可遷入免管理費","獨立套房","松山區","獨立套房7坪6F/6F公寓","11,000元/月","松山區南京東路五段389巷6弄13號","屋主:陳小姐___(仲介勿擾)2011年註冊591","0975673049","19","71","VIP","8月5日","https://rent.591.com.tw/rent-detail-11244804.html"
"(極新、交通便利)八德路南京東路優質套房","屋主直租近捷運隨時可遷入有陽台","獨立套房","松山區","獨立套房10坪5F/5F公寓","13,500元/月","松山區八德路三段","屋主:陳太太___(仲介勿擾)2009年註冊591","0917-356-315","24","82","VIP","8月2日","https://rent.591.com.tw/rent-detail-11055587.html"
"台北市東區獨立套房","屋主直租隨時可遷入","獨立套房","松山區","獨立套房8坪1F/4F公寓","12,000元/月","松山區撫遠街389巷","屋主:洪小姐___2021年註冊591","0986-851-077轉1503371","6","11","VIP","7月29日","https://rent.591.com.tw/rent-detail-11208892.html"
"近復興sogo百貨","屋主直租近捷運有電梯隨時可遷入","獨立套房","大安區","獨立套房8坪3F/14F電梯大樓","13,300元/月","大安區忠孝東路三段","屋主:陳小姐___2008年註冊591","0956-143-773","27","29","VIP","7月27日","https://rent.591.com.tw/rent-detail-11201186.html"
"屋主自租*清幽挑高大套房~全新裝潢大空間","屋主直租近捷運可開伙可養寵物免管理費","獨立套房","大安區","獨立套房10坪1F/1F透天厝","9,500元/月","大安區和平東路三段632巷","屋主:李先生___(仲介勿擾)2021年註冊591","0986-851-077轉1507518","74","309","VIP","8月9日","https://rent.591.com.tw/rent-detail-11263941.html"
"距中山國中站500公尺一樓全新套房","屋主直租近捷運新上架隨時可遷入可開伙","獨立套房","松山區","獨立套房5坪1F/4F公寓","11,000元/月","松山區五常街281巷","屋主:劉先生___2020年註冊591","0975-908-901","46","303","VIP","4天","https://rent.591.com.tw/rent-detail-10867604.html"
"師大套房長、短期出租","屋主直租近捷運隨時可遷入免管理費可短租","獨立套房","大安區","獨立套房4坪2F/4F公寓","12,000元/月","大安區師大路","屋主:曾太太___(仲介勿擾)2007年註冊591","0911-855-273","37","48","VIP","7月26日","https://rent.591.com.tw/rent-detail-11194216.html"
"東區雙捷運溫馨居機能超棒錯過可惜限女生喔","近捷運新上架隨時可遷入可開伙","獨立套房","大安區","獨立套房7坪5F/5F公寓","13,000元/月","大安區大安路一段52巷","仲介:阿KEN___經紀業:齊富不動產有限公司","0986-528-612","17","118","VIP","5天","https://rent.591.com.tw/rent-detail-11278221.html"
"大安捷運站/瑞安街/信義路4段/四維路","近捷運新上架隨時可遷入可開伙有陽台免管理費","獨立套房","大安區","獨立套房10坪頂層加蓋/4F公寓","15,000元/月","大安區四維路","仲介:王先生___經紀業:吉星不動產","0933-664-875","23","263","VIP","2天","https://rent.591.com.tw/rent-detail-11290585.html"
"安和樂利套房","屋主直租近捷運隨時可遷入可開伙免管理費","獨立套房","大安區","獨立套房6坪3F/4F公寓","9,000元/月","大安區樂利街5巷","屋主:楊先生___(仲介勿擾)2009年註冊591","0986-851-077轉1494386","29","68","Normal","6月25日","https://rent.591.com.tw/rent-detail-11054471.html"
"菁華區套房，家具全，生活機能佳","屋主直租近捷運隨時可遷入","獨立套房","松山區","獨立套房10坪頂層加蓋/4F公寓","15,000元/月","松山區八德路三段","屋主:詹先生___(仲介勿擾)2007年註冊591","0973-666-685","18","64","Normal","7月29日","https://rent.591.com.tw/rent-detail-11212095.html"
"近台電大樓站/採光明亮通風佳/可養寵","近捷運拎包入住隨時可遷入可開伙可養寵物","獨立套房","大安區","獨立套房6坪4F/4F公寓","13,000元/月","大安區師大路135巷","仲介:黃先生___經紀業:家成物業管理顧問有限公司","0903-368-780","10","21","Normal","8月5日","https://rent.591.com.tw/rent-detail-11247136.html"
"近東門站/小資族首選/生活機能良好","近捷運隨時可遷入","獨立套房","大安區","獨立套房5坪3F/4F公寓","9,900元/月","大安區潮州街","仲介:黃先生___經紀業:家成物業管理顧問有限公司","0903-368-780","15","33","Normal","8月5日","https://rent.591.com.tw/rent-detail-11247162.html"
"近忠孝敦化站/免爬樓梯/獨立洗曬","近捷運有電梯隨時可遷入","獨立套房","大安區","獨立套房7坪8F/8F電梯大樓","15,000元/月","大安區忠孝東路四段170巷","仲介:黃先生___經紀業:家成物業管理顧問有限公司","0903-368-780","7","14","Normal","8月5日","https://rent.591.com.tw/rent-detail-11247165.html"
"近忠孝敦化站/機能便利/學生首選/搶先~","近捷運隨時可遷入免管理費","獨立套房","大安區","獨立套房5坪2F/4F公寓","9,500元/月","大安區金山南路一段67巷","仲介:黃先生___經紀業:家成物業管理顧問有限公司","0903-368-780","18","41","Normal","8月7日","https://rent.591.com.tw/rent-detail-11255850.html"
"捷運東門站1分【永康】超值大空間★有陽台","近捷運隨時可遷入可開伙有陽台免管理費","獨立套房","大安區","獨立套房9坪4F/4F公寓","14,800元/月","大安區信義路二段198巷","仲介:周先生___經紀業:格瑞租屋","0976-058-038","32","56","Normal","8月5日","https://rent.591.com.tw/rent-detail-11247412.html"
"捷運忠孝敦化站3分【正東區★精選單人房】","",,"大安區-敦化南路一段177巷","獨立套房   |  6坪   |  樓層：2/5","12,500 元/月","大安區-敦化南路一段177巷","仲介羅先生/17分鐘內更新/26人瀏覽","","仲介羅先生/17分鐘內更新/26人瀏覽","仲介羅先生/17分鐘內更新/26人瀏覽","Normal","仲介羅先生/17分鐘內更新/26人瀏覽","https://rent.591.com.tw/rent-detail-11300203.html"
"近永康商圈女子套房","近捷運隨時可遷入免管理費","獨立套房","大安區","獨立套房5坪頂層加蓋/4F公寓","8,500元/月","大安區永康街37巷","仲介:劉小姐___經紀業:翔企有限公司","0918-125-919","10","61","Normal","8月2日","https://rent.591.com.tw/rent-detail-11229808.html"
"~近忠孝復興捷運乾淨舒適優質套房~","近捷運隨時可遷入有陽台","獨立套房","大安區","獨立套房7坪2F/12F電梯大樓","15,000元/月","大安區仁愛路四段","仲介:顧先生___經紀業:翔企有限公司","0939-232-081","12","32","Normal","7月26日","https://rent.591.com.tw/rent-detail-11196405.html"
"近南京三民站優質套房","近捷運隨時可遷入免管理費","獨立套房","松山區","獨立套房5坪2F/4F公寓","10,000元/月","松山區南京東路五段","仲介:劉小姐___經紀業:翔企有限公司","0918-125-919","22","22","Normal","8月5日","https://rent.591.com.tw/rent-detail-11248113.html"
"疫情特價最後3天|空中花園|忠孝復興站旁","近捷運有電梯有陽台南北通透","獨立套房","大安區","獨立套房8坪7F/8F電梯大樓","15,000元/月","大安區仁愛路四段27巷43號","代理人:蔡先生___2020年註冊591","0911-317-343","13","71","Normal","8月9日","https://rent.591.com.tw/rent-detail-10480140.html"
"捷運南京復興站3分【南京微風】獨立洗衣機","近捷運新上架隨時可遷入可開伙免管理費","獨立套房","松山區","獨立套房8坪3F/4F公寓","15,000元/月","松山區南京東路三段256巷","仲介:林先生___經紀業:格瑞租屋","0982-975-545","15","34","Normal","4天","https://rent.591.com.tw/rent-detail-11278933.html"
"捷運忠孝敦化5分【仁愛圓環】電梯*有陽台","近捷運新上架有電梯隨時可遷入可開伙有陽台","獨立套房","大安區","獨立套房10坪6F/6F電梯大樓","12,500元/月","大安區仁愛路四段","仲介:林先生___經紀業:格瑞租屋","0982-975-545","41","138","Normal","3天","https://rent.591.com.tw/rent-detail-11287244.html"
"捷運南京三民站【超值電梯*警衛管理】華視","近捷運有電梯隨時可遷入可開伙","獨立套房","松山區","獨立套房8坪5F/12F電梯大樓","13,999元/月","松山區光復北路","仲介:周先生___經紀業:格瑞租屋","0976-058-038","17","38","Normal","8月1日","https://rent.591.com.tw/rent-detail-11223436.html"
"捷運中山國中站3分【電梯】大空間*採光優","近捷運有電梯隨時可遷入","獨立套房","松山區","獨立套房8坪2F/12F電梯大樓","13,500元/月","松山區民權東路三段","仲介:周先生___經紀業:格瑞租屋","0976-058-038","29","64","Normal","7月25日","https://rent.591.com.tw/rent-detail-11190210.html"
"捷運台電大樓站1分／師範大學／獨立洗衣機","近捷運隨時可遷入免管理費","獨立套房","大安區","獨立套房4坪4F/5F公寓","9,999元/月","大安區師大路","仲介:許先生___經紀業:格瑞租屋","0910-969-925","17","67","Normal","8月8日","https://rent.591.com.tw/rent-detail-11261018.html"
"近捷運忠孝敦化站【超值租案】通風*對外窗","近捷運隨時可遷入可開伙","獨立套房","松山區","獨立套房5坪2F/3F透天厝","10,500元/月","松山區八德路三段","仲介:林先生___經紀業:格瑞租屋","0982-975-545","16","25","Normal","7月30日","https://rent.591.com.tw/rent-detail-11214826.html"
"捷運古亭站3分【優質大空間】限女性★可貓","近捷運隨時可遷入可開伙可養寵物","獨立套房","大安區","獨立套房7坪3F/4F公寓","13,500元/月","大安區羅斯福路二段","仲介:羅先生___經紀業:格瑞租屋","0911-935-445","11","27","Normal","8月5日","https://rent.591.com.tw/rent-detail-11244993.html"
"捷運忠孝敦化站【精緻裝潢】附傢俱*免爬梯","近捷運隨時可遷入可開伙","獨立套房","松山區","獨立套房5坪1F/2F透天厝","11,500元/月","松山區八德路三段12巷","仲介:羅先生___經紀業:格瑞租屋","0911-935-445","16","33","Normal","6天","https://rent.591.com.tw/rent-detail-11269493.html"
"捷運忠孝敦化站【仁愛圓環】精緻裝潢★限女","近捷運隨時可遷入免管理費","獨立套房","大安區","獨立套房9坪3F/4F公寓","14,000元/月","大安區四維路","仲介:羅先生___經紀業:格瑞租屋","0911-935-445","16","38","Normal","4天","https://rent.591.com.tw/rent-detail-11270023.html"
